brand,model,year,total_complaints,cv_wellness_complaints,cv_wellness,wb_wellness_complaints,wb_wellness,brk_wellness_complaints,brk_wellness,bat_wellness_complaints,bat_wellness,alt_wellness_complaints,alt_wellness,sta_wellness_complaints,sta_wellness,coolant_wellness_complaints,coolant_wellness,ignition_wellness_complaints,ignition_wellness,fuel_wellness_complaints,fuel_wellness,drivetrain_score,electrical_score,engine_score,overall_score
Toyota,Camry,2000,538,0,100.0,3,88.6,122,5.0,10,62.0,3,88.6,3,88.6,9,65.8,10,62.0,3,88.6,64.53,79.73,72.13,72.13
Toyota,Camry,2001,334,2,92.4,0,100.0,65,5.0,4,84.8,0,100.0,0,100.0,4,84.8,11,58.2,6,77.2,65.8,94.93,73.4,78.04
Toyota,Camry,2002,1043,1,96.2,1,96.2,353,5.0,14,46.8,2,92.4,1,96.2,53,5.0,21,20.2,18,31.6,65.8,78.47,18.93,54.4
Toyota,Camry,2003,815,0,100.0,1,96.2,265,5.0,6,77.2,2,92.4,0,100.0,63,5.0,10,62.0,10,62.0,67.07,89.87,43.0,66.65
Toyota,Camry,2004,798,1,96.2,1,96.2,213,5.0,7,73.4,1,96.2,0,100.0,15,43.0,19,27.8,26,5.0,65.8,89.87,25.27,60.31
Toyota,Camry,2005,719,0,100.0,1,96.2,242,5.0,3,88.6,5,81.0,1,96.2,10,62.0,17,35.4,33,5.0,67.07,88.6,34.13,63.27
Toyota,Camry,2006,428,1,96.2,0,100.0,108,5.0,5,81.0,0,100.0,0,100.0,7,73.4,7,73.4,7,73.4,67.07,93.67,73.4,78.05
Toyota,Camry,2008,1174,0,100.0,3,88.6,230,5.0,8,69.6,1,96.2,1,96.2,15,43.0,7,73.4,15,43.0,64.53,87.33,53.13,68.33
Toyota,Camry,2009,1407,2,92.4,2,92.4,334,5.0,16,39.2,2,92.4,1,96.2,43,5.0,19,27.8,13,50.6,63.27,75.93,27.8,55.67
Toyota,Camry,2010,608,0,100.0,2,92.4,138,5.0,3,88.6,1,96.2,0,100.0,2,92.4,7,73.4,3,88.6,65.8,94.93,84.8,81.84
Toyota,Camry,2011,617,1,96.2,0,100.0,98,5.0,6,77.2,0,100.0,2,92.4,3,88.6,3,88.6,5,81.0,67.07,89.87,86.07,81.0
Toyota,Camry,2012,641,0,100.0,1,96.2,101,5.0,8,69.6,1,96.2,0,100.0,0,100.0,7,73.4,26,5.0,67.07,88.6,59.47,71.71
Toyota,Camry,2013,300,2,92.4,2,92.4,48,5.0,3,88.6,1,96.2,0,100.0,4,84.8,5,81.0,14,46.8,63.27,94.93,70.87,76.36
Toyota,Camry,2014,6,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,98.73,100.0,99.58
Toyota,Camry,2015,264,1,96.2,0,100.0,45,5.0,11,58.2,4,84.8,0,100.0,0,100.0,9,65.8,9,65.8,67.07,81.0,77.2,75.09
Toyota,Camry,2016,178,0,100.0,0,100.0,29,5.0,5,81.0,3,88.6,0,100.0,2,92.4,4,84.8,1,96.2,68.33,89.87,91.13,83.11
Toyota,Camry,2017,145,1,96.2,0,100.0,36,5.0,9,65.8,6,77.2,2,92.4,1,96.2,1,96.2,9,65.8,67.07,78.47,86.07,77.2
Toyota,Camry,2018,698,1,96.2,2,92.4,175,5.0,12,54.4,1,96.2,2,92.4,22,16.4,11,58.2,106,5.0,64.53,81.0,26.53,57.35
Toyota,Camry,2019,361,0,100.0,0,100.0,61,5.0,8,69.6,4,84.8,0,100.0,19,27.8,6,77.2,73,5.0,68.33,84.8,36.67,63.27
Toyota,Camry,2020,255,1,96.2,0,100.0,27,5.0,47,5.0,2,92.4,2,92.4,29,5.0,4,84.8,21,20.2,67.07,63.27,36.67,55.67
Toyota,Camry,2021,146,0,100.0,0,100.0,18,31.6,2,92.4,0,100.0,0,100.0,4,84.8,0,100.0,2,92.4,77.2,97.47,92.4,89.02
Toyota,Camry,2022,46,0,100.0,1,96.2,9,65.8,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,87.33,100.0,97.47,94.93
Toyota,Camry,2023,49,1,96.2,0,100.0,10,62.0,1,96.2,0,100.0,0,100.0,1,96.2,1,96.2,2,92.4,86.07,98.73,94.93,93.24
Toyota,Camry,2024,41,0,100.0,1,96.2,6,77.2,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,91.13,100.0,98.73,96.62
Toyota,Camry,2025,107,0,100.0,1,96.2,20,24.0,7,73.4,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,73.4,89.87,100.0,87.76
Toyota,Corolla,2000,156,1,96.2,0,100.0,22,16.4,2,92.4,1,96.2,0,100.0,4,84.8,2,92.4,3,88.6,70.87,96.2,88.6,85.22
Toyota,Corolla,2001,138,0,100.0,0,100.0,23,12.6,0,100.0,0,100.0,0,100.0,3,88.6,6,77.2,5,81.0,70.87,100.0,82.27,84.38
Toyota,Corolla,2002,149,0,100.0,0,100.0,25,5.0,1,96.2,0,100.0,0,100.0,2,92.4,1,96.2,4,84.8,68.33,98.73,91.13,86.06
Toyota,Corolla,2003,767,0,100.0,5,81.0,84,5.0,3,88.6,0,100.0,1,96.2,3,88.6,10,62.0,8,69.6,62.0,94.93,73.4,76.78
Toyota,Corolla,2004,504,1,96.2,1,96.2,54,5.0,9,65.8,1,96.2,4,84.8,1,96.2,7,73.4,5,81.0,65.8,82.27,83.53,77.2
Toyota,Corolla,2005,937,1,96.2,2,92.4,95,5.0,15,43.0,1,96.2,2,92.4,13,50.6,9,65.8,36,5.0,64.53,77.2,40.47,60.73
Toyota,Corolla,2006,902,0,100.0,0,100.0,101,5.0,9,65.8,2,92.4,3,88.6,1,96.2,6,77.2,22,16.4,68.33,82.27,63.27,71.29
Toyota,Corolla,2007,882,0,100.0,4,84.8,106,5.0,13,50.6,1,96.2,4,84.8,7,73.4,9,65.8,28,5.0,63.27,77.2,48.07,62.85
Toyota,Corolla,2008,344,2,92.4,0,100.0,52,5.0,7,73.4,0,100.0,0,100.0,7,73.4,4,84.8,6,77.2,65.8,91.13,78.47,78.47
Toyota,Corolla,2009,1533,3,88.6,3,88.6,260,5.0,28,5.0,21,20.2,5,81.0,31,5.0,16,39.2,29,5.0,60.73,35.4,16.4,37.51
Toyota,Corolla,2010,1258,5,81.0,0,100.0,277,5.0,11,58.2,8,69.6,1,96.2,5,81.0,10,62.0,10,62.0,62.0,74.67,68.33,68.33
Toyota,Corolla,2011,589,0,100.0,1,96.2,55,5.0,5,81.0,0,100.0,0,100.0,1,96.2,7,73.4,11,58.2,67.07,93.67,75.93,78.89
Toyota,Corolla,2012,445,0,100.0,0,100.0,19,27.8,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,1,96.2,75.93,100.0,96.2,90.71
Toyota,Corolla,2013,201,2,92.4,1,96.2,39,5.0,2,92.4,1,96.2,0,100.0,1,96.2,4,84.8,3,88.6,64.53,96.2,89.87,83.53
Toyota,Corolla,2014,265,0,100.0,1,96.2,35,5.0,7,73.4,0,100.0,1,96.2,2,92.4,4,84.8,10,62.0,67.07,89.87,79.73,78.89
Toyota,Corolla,2015,215,1,96.2,1,96.2,37,5.0,2,92.4,0,100.0,0,100.0,3,88.6,4,84.8,5,81.0,65.8,97.47,84.8,82.69
Toyota,Corolla,2016,208,1,96.2,1,96.2,38,5.0,4,84.8,0,100.0,0,100.0,1,96.2,4,84.8,3,88.6,65.8,94.93,89.87,83.53
Toyota,Corolla,2017,185,1,96.2,0,100.0,36,5.0,3,88.6,1,96.2,0,100.0,2,92.4,2,92.4,5,81.0,67.07,94.93,88.6,83.53
Toyota,Corolla,2018,131,0,100.0,1,96.2,20,24.0,3,88.6,1,96.2,0,100.0,4,84.8,1,96.2,35,5.0,73.4,94.93,62.0,76.78
Toyota,Corolla,2019,196,1,96.2,1,96.2,26,5.0,8,69.6,2,92.4,0,100.0,27,5.0,6,77.2,33,5.0,65.8,87.33,29.07,60.73
Toyota,Corolla,2020,293,0,100.0,0,100.0,30,5.0,12,54.4,2,92.4,0,100.0,121,5.0,4,84.8,10,62.0,68.33,82.27,50.6,67.07
Toyota,Corolla,2021,169,0,100.0,0,100.0,22,16.4,6,77.2,0,100.0,0,100.0,30,5.0,2,92.4,2,92.4,72.13,92.4,63.27,75.93
Toyota,Corolla,2022,83,0,100.0,1,96.2,13,50.6,9,65.8,0,100.0,0,100.0,10,62.0,0,100.0,1,96.2,82.27,88.6,86.07,85.65
Toyota,Corolla,2023,68,1,96.2,0,100.0,13,50.6,1,96.2,0,100.0,0,100.0,2,92.4,3,88.6,3,88.6,82.27,98.73,89.87,90.29
Toyota,Corolla,2024,55,0,100.0,0,100.0,10,62.0,2,92.4,1,96.2,0,100.0,1,96.2,1,96.2,3,88.6,87.33,96.2,93.67,92.4
Toyota,Corolla,2025,19,0,100.0,0,100.0,5,81.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,93.67,100.0,100.0,97.89
Toyota,RAV4,2000,41,0,100.0,0,100.0,5,81.0,1,96.2,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,93.67,98.73,98.73,97.04
Toyota,RAV4,2001,323,0,100.0,0,100.0,35,5.0,2,92.4,0,100.0,0,100.0,1,96.2,3,88.6,28,5.0,68.33,97.47,63.27,76.36
Toyota,RAV4,2002,555,0,100.0,0,100.0,38,5.0,5,81.0,0,100.0,0,100.0,3,88.6,4,84.8,35,5.0,68.33,93.67,59.47,73.82
Toyota,RAV4,2003,326,0,100.0,0,100.0,27,5.0,3,88.6,2,92.4,1,96.2,5,81.0,5,81.0,23,12.6,68.33,92.4,58.2,72.98
Toyota,RAV4,2004,151,0,100.0,0,100.0,20,24.0,3,88.6,0,100.0,0,100.0,20,24.0,2,92.4,0,100.0,74.67,96.2,72.13,81.0
Toyota,RAV4,2005,141,0,100.0,0,100.0,19,27.8,2,92.4,0,100.0,0,100.0,7,73.4,0,100.0,2,92.4,75.93,97.47,88.6,87.33
Toyota,RAV4,2006,703,1,96.2,3,88.6,72,5.0,7,73.4,6,77.2,1,96.2,8,69.6,18,31.6,13,50.6,63.27,82.27,50.6,65.38
Toyota,RAV4,2007,1002,1,96.2,4,84.8,127,5.0,28,5.0,8,69.6,1,96.2,14,46.8,20,24.0,11,58.2,62.0,56.93,43.0,53.98
Toyota,RAV4,2008,574,0,100.0,3,88.6,112,5.0,16,39.2,6,77.2,1,96.2,12,54.4,15,43.0,8,69.6,64.53,70.87,55.67,63.69
Toyota,RAV4,2009,323,0,100.0,2,92.4,117,5.0,2,92.4,0,100.0,2,92.4,6,77.2,9,65.8,3,88.6,65.8,94.93,77.2,79.31
Toyota,RAV4,2010,398,0,100.0,1,96.2,108,5.0,5,81.0,3,88.6,1,96.2,3,88.6,8,69.6,6,77.2,67.07,88.6,78.47,78.05
Toyota,RAV4,2011,284,0,100.0,1,96.2,97,5.0,4,84.8,1,96.2,1,96.2,2,92.4,4,84.8,3,88.6,67.07,92.4,88.6,82.69
Toyota,RAV4,2012,264,0,100.0,0,100.0,79,5.0,10,62.0,0,100.0,0,100.0,3,88.6,10,62.0,2,92.4,68.33,87.33,81.0,78.89
Toyota,RAV4,2013,251,0,100.0,0,100.0,38,5.0,30,5.0,0,100.0,2,92.4,4,84.8,6,77.2,8,69.6,68.33,65.8,77.2,70.44
Toyota,RAV4,2014,191,0,100.0,0,100.0,19,27.8,27,5.0,3,88.6,0,100.0,2,92.4,1,96.2,6,77.2,75.93,64.53,88.6,76.35
Toyota,RAV4,2015,299,0,100.0,0,100.0,52,5.0,30,5.0,1,96.2,1,96.2,3,88.6,8,69.6,12,54.4,68.33,65.8,70.87,68.33
Toyota,RAV4,2016,231,1,96.2,0,100.0,57,5.0,20,24.0,1,96.2,1,96.2,3,88.6,2,92.4,5,81.0,67.07,72.13,87.33,75.51
Toyota,RAV4,2017,299,3,88.6,0,100.0,56,5.0,37,5.0,5,81.0,2,92.4,2,92.4,5,81.0,9,65.8,64.53,59.47,79.73,67.91
Toyota,RAV4,2018,319,0,100.0,0,100.0,38,5.0,41,5.0,14,46.8,0,100.0,7,73.4,2,92.4,11,58.2,68.33,50.6,74.67,64.53
Toyota,RAV4,2019,851,0,100.0,2,92.4,68,5.0,15,43.0,3,88.6,2,92.4,173,5.0,6,77.2,69,5.0,65.8,74.67,29.07,56.51
Toyota,RAV4,2020,608,0,100.0,0,100.0,39,5.0,76,5.0,1,96.2,1,96.2,195,5.0,2,92.4,15,43.0,68.33,65.8,46.8,60.31
Toyota,RAV4,2021,351,0,100.0,0,100.0,41,5.0,14,46.8,4,84.8,2,92.4,14,46.8,2,92.4,7,73.4,68.33,74.67,70.87,71.29
Toyota,RAV4,2022,116,0,100.0,0,100.0,14,46.8,10,62.0,2,92.4,1,96.2,2,92.4,2,92.4,5,81.0,82.27,83.53,88.6,84.8
Toyota,RAV4,2023,125,0,100.0,1,96.2,25,5.0,6,77.2,0,100.0,0,100.0,0,100.0,2,92.4,5,81.0,67.07,92.4,91.13,83.53
Toyota,RAV4,2024,141,1,96.2,0,100.0,34,5.0,7,73.4,2,92.4,2,92.4,2,92.4,0,100.0,1,96.2,67.07,86.07,96.2,83.11
Toyota,RAV4,2025,52,0,100.0,0,100.0,7,73.4,3,88.6,0,100.0,0,100.0,1,96.2,2,92.4,1,96.2,91.13,96.2,94.93,94.09
Toyota,Tacoma,2000,221,1,96.2,0,100.0,26,5.0,2,92.4,0,100.0,0,100.0,2,92.4,1,96.2,0,100.0,67.07,97.47,96.2,86.91
Toyota,Tacoma,2001,413,0,100.0,0,100.0,43,5.0,0,100.0,1,96.2,0,100.0,1,96.2,2,92.4,2,92.4,68.33,98.73,93.67,86.91
Toyota,Tacoma,2002,360,1,96.2,1,96.2,44,5.0,2,92.4,1,96.2,0,100.0,3,88.6,1,96.2,1,96.2,65.8,96.2,93.67,85.22
Toyota,Tacoma,2003,371,2,92.4,3,88.6,40,5.0,2,92.4,0,100.0,0,100.0,2,92.4,2,92.4,8,69.6,62.0,97.47,84.8,81.42
Toyota,Tacoma,2004,414,3,88.6,1,96.2,44,5.0,2,92.4,1,96.2,1,96.2,2,92.4,5,81.0,8,69.6,63.27,94.93,81.0,79.73
Toyota,Tacoma,2005,706,1,96.2,5,81.0,94,5.0,3,88.6,2,92.4,0,100.0,11,58.2,11,58.2,4,84.8,60.73,93.67,67.07,73.82
Toyota,Tacoma,2006,781,2,92.4,2,92.4,139,5.0,0,100.0,0,100.0,0,100.0,8,69.6,14,46.8,4,84.8,63.27,100.0,67.07,76.78
Toyota,Tacoma,2007,540,0,100.0,2,92.4,141,5.0,0,100.0,0,100.0,0,100.0,4,84.8,13,50.6,3,88.6,65.8,100.0,74.67,80.16
Toyota,Tacoma,2008,442,1,96.2,5,81.0,105,5.0,1,96.2,1,96.2,0,100.0,2,92.4,11,58.2,2,92.4,60.73,97.47,81.0,79.73
Toyota,Tacoma,2009,515,0,100.0,5,81.0,88,5.0,0,100.0,0,100.0,0,100.0,12,54.4,9,65.8,7,73.4,62.0,100.0,64.53,75.51
Toyota,Tacoma,2011,180,0,100.0,0,100.0,18,31.6,0,100.0,0,100.0,0,100.0,3,88.6,0,100.0,2,92.4,77.2,100.0,93.67,90.29
Toyota,Tacoma,2012,294,0,100.0,0,100.0,31,5.0,3,88.6,0,100.0,0,100.0,1,96.2,0,100.0,13,50.6,68.33,96.2,82.27,82.27
Toyota,Tacoma,2013,123,0,100.0,1,96.2,26,5.0,2,92.4,0,100.0,1,96.2,2,92.4,2,92.4,4,84.8,67.07,96.2,89.87,84.38
Toyota,Tacoma,2014,90,0,100.0,0,100.0,19,27.8,0,100.0,0,100.0,0,100.0,0,100.0,2,92.4,2,92.4,75.93,100.0,94.93,90.29
Toyota,Tacoma,2015,95,0,100.0,0,100.0,17,35.4,1,96.2,0,100.0,0,100.0,0,100.0,1,96.2,4,84.8,78.47,98.73,93.67,90.29
Toyota,Tacoma,2016,319,0,100.0,1,96.2,37,5.0,3,88.6,3,88.6,1,96.2,11,58.2,4,84.8,13,50.6,67.07,91.13,64.53,74.24
Toyota,Tacoma,2017,228,0,100.0,0,100.0,46,5.0,1,96.2,1,96.2,0,100.0,4,84.8,4,84.8,15,43.0,68.33,97.47,70.87,78.89
Toyota,Tacoma,2018,192,0,100.0,0,100.0,46,5.0,1,96.2,0,100.0,0,100.0,1,96.2,4,84.8,58,5.0,68.33,98.73,62.0,76.35
Toyota,Tacoma,2019,205,0,100.0,0,100.0,59,5.0,1,96.2,0,100.0,0,100.0,3,88.6,3,88.6,56,5.0,68.33,98.73,60.73,75.93
Toyota,Tacoma,2020,83,0,100.0,1,96.2,23,12.6,1,96.2,0,100.0,2,92.4,0,100.0,3,88.6,18,31.6,69.6,96.2,73.4,79.73
Toyota,Tacoma,2021,71,0,100.0,0,100.0,19,27.8,1,96.2,1,96.2,1,96.2,5,81.0,2,92.4,6,77.2,75.93,96.2,83.53,85.22
Toyota,Tacoma,2022,51,0,100.0,1,96.2,10,62.0,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,0,100.0,86.07,100.0,97.47,94.51
Toyota,Tacoma,2023,45,0,100.0,0,100.0,7,73.4,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,1,96.2,91.13,100.0,97.47,96.2
Toyota,Tacoma,2024,130,1,96.2,0,100.0,30,5.0,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,4,84.8,67.07,98.73,94.93,86.91
Toyota,Tacoma,2025,44,2,92.4,0,100.0,5,81.0,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,0,100.0,91.13,100.0,97.47,96.2
Toyota,4Runner,2000,494,1,96.2,2,92.4,40,5.0,2,92.4,1,96.2,2,92.4,6,77.2,2,92.4,6,77.2,64.53,93.67,82.27,80.16
Toyota,4Runner,2001,190,0,100.0,1,96.2,22,16.4,1,96.2,0,100.0,0,100.0,1,96.2,3,88.6,2,92.4,70.87,98.73,92.4,87.33
Toyota,4Runner,2002,251,1,96.2,0,100.0,45,5.0,2,92.4,0,100.0,0,100.0,5,81.0,0,100.0,4,84.8,67.07,97.47,88.6,84.38
Toyota,4Runner,2003,707,2,92.4,3,88.6,116,5.0,1,96.2,0,100.0,1,96.2,20,24.0,2,92.4,4,84.8,62.0,97.47,67.07,75.51
Toyota,4Runner,2004,677,4,84.8,3,88.6,107,5.0,4,84.8,0,100.0,0,100.0,45,5.0,11,58.2,1,96.2,59.47,94.93,53.13,69.18
Toyota,4Runner,2005,423,3,88.6,0,100.0,58,5.0,2,92.4,2,92.4,0,100.0,16,39.2,4,84.8,3,88.6,64.53,94.93,70.87,76.78
Toyota,4Runner,2006,378,3,88.6,0,100.0,68,5.0,2,92.4,0,100.0,0,100.0,7,73.4,3,88.6,6,77.2,64.53,97.47,79.73,80.58
Toyota,4Runner,2007,154,0,100.0,0,100.0,41,5.0,2,92.4,0,100.0,0,100.0,4,84.8,4,84.8,0,100.0,68.33,97.47,89.87,85.22
Toyota,4Runner,2008,96,2,92.4,0,100.0,28,5.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,2,92.4,65.8,100.0,97.47,87.76
Toyota,4Runner,2009,22,0,100.0,0,100.0,3,88.6,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,96.2,100.0,98.73,98.31
Toyota,4Runner,2010,145,0,100.0,0,100.0,21,20.2,2,92.4,0,100.0,0,100.0,1,96.2,0,100.0,1,96.2,73.4,97.47,97.47,89.45
Toyota,4Runner,2011,162,0,100.0,0,100.0,11,58.2,0,100.0,0,100.0,0,100.0,1,96.2,2,92.4,1,96.2,86.07,100.0,94.93,93.67
Toyota,4Runner,2012,96,0,100.0,0,100.0,10,62.0,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,3,88.6,87.33,100.0,93.67,93.67
Toyota,4Runner,2013,35,0,100.0,0,100.0,6,77.2,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,3,88.6,92.4,100.0,94.93,95.78
Toyota,4Runner,2014,75,1,96.2,0,100.0,7,73.4,0,100.0,0,100.0,0,100.0,2,92.4,2,92.4,7,73.4,89.87,100.0,86.07,91.98
Toyota,4Runner,2015,85,0,100.0,0,100.0,9,65.8,0,100.0,0,100.0,1,96.2,1,96.2,0,100.0,9,65.8,88.6,98.73,87.33,91.55
Toyota,4Runner,2016,75,0,100.0,0,100.0,11,58.2,2,92.4,1,96.2,0,100.0,0,100.0,0,100.0,3,88.6,86.07,96.2,96.2,92.82
Toyota,4Runner,2017,35,0,100.0,0,100.0,9,65.8,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,2,92.4,88.6,100.0,97.47,95.36
Toyota,4Runner,2018,57,0,100.0,0,100.0,9,65.8,0,100.0,1,96.2,0,100.0,1,96.2,0,100.0,11,58.2,88.6,98.73,84.8,90.71
Toyota,4Runner,2019,62,0,100.0,0,100.0,5,81.0,0,100.0,0,100.0,0,100.0,0,100.0,2,92.4,10,62.0,93.67,100.0,84.8,92.82
Toyota,4Runner,2020,31,0,100.0,0,100.0,6,77.2,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,92.4,98.73,98.73,96.62
Toyota,4Runner,2021,32,0,100.0,0,100.0,6,77.2,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,92.4,100.0,98.73,97.04
Toyota,4Runner,2022,38,1,96.2,0,100.0,6,77.2,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,91.13,100.0,100.0,97.04
Toyota,4Runner,2023,29,0,100.0,0,100.0,5,81.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,93.67,100.0,100.0,97.89
Toyota,4Runner,2024,8,0,100.0,0,100.0,2,92.4,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,97.47,100.0,100.0,99.16
Toyota,4Runner,2025,40,0,100.0,0,100.0,24,8.8,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,69.6,100.0,100.0,89.87
Honda,Civic,2000,299,1,96.2,2,92.4,32,5.0,3,88.6,0,100.0,1,96.2,8,69.6,23,12.6,18,31.6,64.53,94.93,37.93,65.8
Honda,Civic,2001,1128,0,100.0,7,73.4,82,5.0,14,46.8,2,92.4,1,96.2,21,20.2,21,20.2,42,5.0,59.47,78.47,15.13,51.02
Honda,Civic,2002,717,1,96.2,0,100.0,63,5.0,8,69.6,3,88.6,1,96.2,22,16.4,18,31.6,12,54.4,67.07,84.8,34.13,62.0
Honda,Civic,2003,524,0,100.0,1,96.2,70,5.0,17,35.4,4,84.8,8,69.6,10,62.0,23,12.6,21,20.2,67.07,63.27,31.6,53.98
Honda,Civic,2004,350,0,100.0,4,84.8,29,5.0,12,54.4,1,96.2,2,92.4,5,81.0,15,43.0,11,58.2,63.27,81.0,60.73,68.33
Honda,Civic,2005,314,0,100.0,2,92.4,41,5.0,11,58.2,5,81.0,1,96.2,13,50.6,9,65.8,6,77.2,65.8,78.47,64.53,69.6
Honda,Civic,2006,1402,2,92.4,23,12.6,146,5.0,80,5.0,7,73.4,10,62.0,178,5.0,23,12.6,24,8.8,36.67,46.8,8.8,30.76
Honda,Civic,2007,1203,5,81.0,22,16.4,107,5.0,56,5.0,4,84.8,1,96.2,122,5.0,11,58.2,19,27.8,34.13,62.0,30.33,42.15
Honda,Civic,2008,913,3,88.6,5,81.0,83,5.0,29,5.0,4,84.8,1,96.2,113,5.0,13,50.6,9,65.8,58.2,62.0,40.47,53.56
Honda,Civic,2009,393,0,100.0,3,88.6,72,5.0,25,5.0,2,92.4,3,88.6,9,65.8,10,62.0,4,84.8,64.53,62.0,70.87,65.8
Honda,Civic,2010,395,1,96.2,2,92.4,92,5.0,3,88.6,0,100.0,1,96.2,2,92.4,6,77.2,5,81.0,64.53,94.93,83.53,81.0
Honda,Civic,2011,168,0,100.0,2,92.4,44,5.0,4,84.8,0,100.0,0,100.0,1,96.2,3,88.6,1,96.2,65.8,94.93,93.67,84.8
Honda,Civic,2012,452,1,96.2,1,96.2,90,5.0,22,16.4,15,43.0,3,88.6,2,92.4,9,65.8,15,43.0,65.8,49.33,67.07,60.73
Honda,Civic,2013,311,1,96.2,4,84.8,54,5.0,9,65.8,3,88.6,3,88.6,2,92.4,9,65.8,5,81.0,62.0,81.0,79.73,74.24
Honda,Civic,2014,284,1,96.2,0,100.0,33,5.0,6,77.2,4,84.8,1,96.2,3,88.6,3,88.6,17,35.4,67.07,86.07,70.87,74.67
Honda,Civic,2015,373,3,88.6,2,92.4,41,5.0,11,58.2,7,73.4,2,92.4,2,92.4,4,84.8,13,50.6,62.0,74.67,75.93,70.87
Honda,Civic,2016,1022,2,92.4,2,92.4,159,5.0,30,5.0,5,81.0,2,92.4,11,58.2,6,77.2,23,12.6,63.27,59.47,49.33,57.36
Honda,Civic,2017,555,2,92.4,2,92.4,61,5.0,30,5.0,4,84.8,1,96.2,10,62.0,8,69.6,20,24.0,63.27,62.0,51.87,59.05
Honda,Civic,2018,603,0,100.0,0,100.0,36,5.0,13,50.6,3,88.6,1,96.2,3,88.6,11,58.2,141,5.0,68.33,78.47,50.6,65.8
Honda,Civic,2019,355,5,81.0,0,100.0,56,5.0,13,50.6,1,96.2,2,92.4,3,88.6,6,77.2,104,5.0,62.0,79.73,56.93,66.22
Honda,Civic,2020,206,0,100.0,1,96.2,27,5.0,6,77.2,0,100.0,0,100.0,4,84.8,1,96.2,25,5.0,67.07,92.4,62.0,73.82
Honda,Civic,2021,122,1,96.2,0,100.0,30,5.0,3,88.6,0,100.0,0,100.0,0,100.0,2,92.4,3,88.6,67.07,96.2,93.67,85.65
Honda,Civic,2022,867,1,96.2,0,100.0,38,5.0,7,73.4,0,100.0,0,100.0,2,92.4,6,77.2,4,84.8,67.07,91.13,84.8,81.0
Honda,Accord,2000,1214,0,100.0,5,81.0,113,5.0,17,35.4,19,27.8,2,92.4,13,50.6,106,5.0,18,31.6,62.0,51.87,29.07,47.65
Honda,Accord,2001,941,4,84.8,6,77.2,95,5.0,9,65.8,5,81.0,3,88.6,9,65.8,44,5.0,11,58.2,55.67,78.47,43.0,59.05
Honda,Accord,2002,1066,2,92.4,2,92.4,92,5.0,6,77.2,1,96.2,2,92.4,14,46.8,45,5.0,31,5.0,63.27,88.6,18.93,56.93
Honda,Accord,2003,2010,3,88.6,2,92.4,302,5.0,17,35.4,4,84.8,2,92.4,22,16.4,65,5.0,28,5.0,62.0,70.87,8.8,47.22
Honda,Accord,2004,1015,2,92.4,2,92.4,131,5.0,19,27.8,3,88.6,4,84.8,15,43.0,34,5.0,21,20.2,63.27,67.07,22.73,51.02
Honda,Accord,2005,686,2,92.4,1,96.2,113,5.0,23,12.6,7,73.4,4,84.8,8,69.6,22,16.4,25,5.0,64.53,56.93,30.33,50.6
Honda,Accord,2006,430,5,81.0,2,92.4,74,5.0,11,58.2,1,96.2,2,92.4,4,84.8,6,77.2,5,81.0,59.47,82.27,81.0,74.25
Honda,Accord,2007,524,4,84.8,0,100.0,85,5.0,9,65.8,2,92.4,1,96.2,2,92.4,27,5.0,5,81.0,63.27,84.8,59.47,69.18
Honda,Accord,2008,1515,1,96.2,3,88.6,614,5.0,21,20.2,17,35.4,7,73.4,11,58.2,34,5.0,8,69.6,63.27,43.0,44.27,50.18
Honda,Accord,2009,719,1,96.2,5,81.0,249,5.0,12,54.4,5,81.0,1,96.2,7,73.4,31,5.0,12,54.4,60.73,77.2,44.27,60.73
Honda,Accord,2010,578,3,88.6,7,73.4,141,5.0,4,84.8,5,81.0,0,100.0,5,81.0,32,5.0,11,58.2,55.67,88.6,48.07,64.11
